1.62693,-25.53707,4.76669,4.68562,6.21477,0.36349
1.69227,-30.65903,5.44352,3.92805,6.10684,0.38456
1.7773,-34.72837,4.98391,1.67337,4.1411,0.44973
2.04328,-38.18879,4.72665,0.40974,4.26027,0.4611
1.9369,-37.51065,4.75416,0.24867,3.96762,0.45347
1.66694,-34.55083,4.29731,3.75778,6.84485,0.38009
1.58964,-26.82848,6.94544,4.44084,7.47266,0.44757
2.70055,-12.39807,12.37734,1.48197,9.13529,0.44777
2.5415,-14.12832,11.53249,1.32856,10.1807,0.42556
2.77036,-8.61921,5.79997,1.94055,10.44038,0.41687
2.44028,-12.94606,6.22884,2.25203,8.26681,0.44299
2.61505,-14.33711,6.56135,2.60925,7.60568,0.46023
2.1765,-13.62365,6.79751,2.43774,8.03722,0.4675
2.45002,-21.30309,5.66848,3.20133,4.96943,0.43708
2.38513,-20.21973,5.63827,3.21238,6.12231,0.46142
2.40897,-20.34548,5.56224,3.16039,4.53517,0.46249
2.54446,-21.91039,5.56552,4.48372,6.64337,0.44038
4.33993,-15.093,6.21293,3.48091,3.72642,0.48725
2.09289,-23.49797,6.88041,4.32292,7.80538,0.41803
2.03574,-24.36234,6.82154,4.21889,5.85388,0.43752
2.58973,-24.02496,6.54625,3.34132,7.52824,0.45448
2.52449,-25.54216,6.62159,2.93806,10.54228,0.40185
2.45002,-21.41702,5.62891,3.23628,4.96943,0.43708
2.28053,-23.24642,5.55086,3.06763,7.82204,0.42463
2.11804,-22.85256,5.38954,3.54891,6.77994,0.39906
2.40986,-24.96805,6.09269,3.28111,5.16348,0.43732
2.11785,-21.92889,5.71253,2.24686,8.47736,0.42263
2.3491,-22.43503,6.62085,2.86792,5.0066,0.44166
2.24966,-22.31398,6.1192,2.21969,5.79468,0.42145
1.99872,-27.61795,6.08352,3.25879,6.565,0.42203
2.02388,-26.35909,5.85946,2.54866,6.84335,0.44344
2.1201,-22.51266,7.59258,3.00123,4.98864,0.41324
1.89646,-20.99593,6.40332,5.61822,4.76868,0.34552
1.92536,-21.78592,5.59555,3.97054,6.1348,0.48168
1.99759,-22.2935,4.9662,2.6062,6.39046,0.41425
1.79312,-23.1332,6.11571,8.21216,4.41743,0.51202
1.6576,-24.69114,6.11571,8.7298,5.39329,0.43774
1.91796,-27.9057,4.33334,2.15663,4.97835,0.41182
2.07316,-36.54554,5.2134,3.88445,9.09555,0.39872
2.461,-16.99562,4.96332,2.10243,5.6489,0.3921
2.25493,-20.74555,5.28126,2.72505,6.96325,0.38967
2.17877,-23.11706,5.53322,2.40088,7.39036,0.40308
2.09264,-22.95827,5.61641,2.44307,6.23651,0.39723
2.03177,-26.41098,5.71874,2.81541,6.74655,0.37606
2.01103,-26.08869,5.50586,2.21615,6.15173,0.3804
2.30309,-24.57515,7.51936,2.21739,6.14342,0.40583
2.15652,-24.81369,7.44331,1.9807,5.64837,0.41334
2.05141,-25.97825,6.69429,1.82618,6.43473,0.41644
2.05144,-24.85904,8.13302,1.75776,6.03119,0.4094
2.01152,-24.74253,7.79336,1.96353,6.69937,0.40403
1.96896,-24.76216,6.93113,2.33182,7.32141,0.41072
1.92022,-24.92819,5.83443,2.59807,8.36438,0.40786
2.00469,-22.09363,7.92716,3.1324,6.90795,0.38162
1.99392,-25.71185,6.60542,3.31995,6.94028,0.36705
2.00166,-23.94482,6.91053,1.81523,9.82298,0.3564
2.04862,-23.7599,7.79748,1.9021,8.71894,0.35786
2.20505,-14.47808,5.44728,0.79484,6.22412,0.38767
2.58342,-13.80915,6.3176,1.74001,10.40135,0.36641
1.81262,-31.64977,4.68528,1.67586,4.87332,0.394
1.90374,-22.53552,4.56006,2.83588,4.94302,0.36838
1.88891,-31.19226,4.74199,2.00603,4.65466,0.37095
2.02762,-20.60301,5.49227,2.4114,6.78407,0.38719
2.1022,-26.99919,5.60855,2.63221,5.95667,0.38407
2.06941,-25.41813,6.70253,1.96882,5.85662,0.38482
2.02071,-25.7479,6.96537,1.79791,6.09995,0.37927
1.98237,-26.61533,6.35147,1.51424,5.39487,0.38808
1.95451,-25.55385,7.04355,1.80872,5.3597,0.40011
2.02733,-24.90639,7.05951,1.65977,5.34185,0.40085
2.04194,-23.92849,7.31133,2.01889,5.53603,0.40531
2.05997,-23.65909,7.13001,1.70902,6.67753,0.41001
1.94993,-26.08676,7.20462,2.08232,6.40997,0.39062
1.91953,-29.87646,7.18056,2.33425,6.15845,0.39097
2.09338,-30.8165,7.18344,2.26489,3.49003,0.39898
1.95838,-30.5552,7.68674,3.07803,4.01264,0.3987
1.9545,-28.23967,8.23088,3.12317,4.89251,0.40157
1.83691,-28.04683,8.84075,3.09213,6.27803,0.37961
1.74753,-24.85996,7.51574,6.7051,6.77048,0.38278
2.17384,-22.83663,8.5054,1.00589,7.47483,0.42944
1.71755,-26.08806,5.47845,2.10191,7.40599,0.3862
1.74523,-29.19393,5.67026,2.25718,6.17388,0.41374
2.20176,-29.76297,5.339,2.63497,5.04652,0.41037
2.04445,-26.0506,5.26076,1.89736,6.09371,0.421
1.99983,-26.56248,5.07388,2.98625,5.52303,0.38799
2.19973,-27.59067,5.60712,2.28903,5.25438,0.40777
1.98058,-25.55859,6.40924,1.8937,6.09602,0.39002
1.96822,-24.3684,6.16656,1.96166,6.52831,0.4
1.91612,-25.62541,6.16747,1.97269,6.39527,0.39576
1.90523,-25.20753,6.68238,2.08021,6.88215,0.39799
1.93456,-25.33264,7.22604,2.38462,6.61526,0.399
1.96945,-23.59291,7.8204,2.01478,7.06952,0.38124
2.01394,-22.63632,8.01481,1.89098,7.27789,0.39467
2.15815,-22.83088,7.94842,2.38046,6.84863,0.4245
2.13084,-22.88847,7.40684,2.38145,7.13278,0.41331
2.07495,-24.76618,7.42331,3.52998,7.34365,0.39607
2.04675,-27.27992,7.92658,3.17246,5.57428,0.39391
2.00815,-23.29841,8.79751,2.38237,7.1986,0.37298
1.90298,-31.63096,9.65474,3.17995,3.52087,0.41787
2.02181,-35.06236,9.53657,3.90036,1.9626,0.43534
2.06115,-19.73689,4.91463,1.77073,5.53053,0.43449
2.06083,-23.31161,4.91463,1.53558,5.27754,0.42754
2.19731,-22.64229,7.61094,3.17109,6.79679,0.43423
3.08266,-4.20227,4.56126,1.70207,7.31471,0.34121
2.04238,-20.58455,5.2833,2.33765,6.87503,0.36698
1.82047,-31.50817,4.58748,1.80818,5.62582,0.40823
1.94533,-23.49977,5.2896,1.6439,6.79366,0.37279
1.81936,-24.34664,5.98546,2.5672,7.46094,0.37962
1.93608,-25.17826,6.80657,1.47998,7.41228,0.39624
1.98046,-22.86219,6.65758,2.74697,6.89463,0.39689
1.89492,-24.65216,7.20091,1.94012,6.83782,0.39108
1.9042,-26.70912,5.9066,1.9222,6.08506,0.4044
1.86047,-27.61753,6.29424,1.57927,6.52974,0.4017
1.84039,-27.31573,6.84269,1.23148,6.32908,0.41327
1.92306,-23.4277,7.74497,1.59905,7.13025,0.39895
1.96652,-22.86687,7.85511,2.15163,7.01594,0.39232
1.97255,-24.82415,7.91446,2.37756,6.35541,0.39597
1.89359,-28.70866,7.66291,2.22263,4.95649,0.39896
1.89251,-27.97379,7.66502,2.08217,4.88009,0.39338
1.92664,-29.17031,7.32673,2.08836,4.46511,0.3898
1.89264,-31.39668,7.90111,1.82527,3.90765,0.39094
1.84833,-32.54012,7.89023,1.79327,3.5116,0.38093
1.78737,-31.7472,9.66214,1.26874,3.67515,0.37653
1.81472,-32.2092,8.11663,1.40061,3.44032,0.35738
1.76018,-20.9864,4.10493,1.80814,5.68469,0.41244
2.98725,-5.44732,5.31419,3.38202,9.75762,0.18242
2.89418,-5.58995,4.36003,3.77958,6.6273,0.30717
2.18417,-13.9786,4.49819,2.28465,6.77957,0.33788
2.19096,-18.33435,5.50263,3.2137,7.23079,0.3229
1.9361,-19.85601,5.35695,4.39012,6.55253,0.4198
1.86362,-24.80041,4.93762,2.46494,6.75981,0.36595
1.8893,-25.88465,5.57171,1.85763,6.93157,0.36613
1.81074,-24.7726,5.8145,1.68471,7.09895,0.37871
1.86886,-24.74645,5.87482,2.51406,6.434,0.37057
1.81694,-27.19767,5.77593,1.83301,5.76986,0.39605
1.85772,-26.11419,6.25765,1.76611,6.5832,0.38946
1.85683,-24.89909,7.21008,1.40609,7.44999,0.39718
1.85719,-25.00578,7.2948,1.56882,7.5971,0.39503
1.845,-24.09466,7.34696,1.92663,7.11327,0.40034
1.90249,-22.85317,8.65685,1.48033,6.51243,0.39859
1.89781,-24.94396,8.89994,1.46706,5.9999,0.4015
1.81038,-27.40292,7.89101,1.4349,5.80246,0.39124
1.8561,-26.47131,7.47203,1.36262,5.93906,0.38902
1.87397,-26.63448,8.08924,1.6913,5.47232,0.40024
1.93596,-28.10162,8.8054,1.72942,4.81841,0.41415
1.97887,-26.73609,10.17388,1.27473,5.13679,0.42852
1.83763,-30.09171,8.72409,1.56637,3.90536,0.39743
1.79186,-28.99986,10.38838,2.36383,3.21653,0.37047
2.31309,-14.19972,5.04622,3.43737,7.56915,0.35523
2.17991,-20.68122,5.44166,3.27422,7.43027,0.31777
1.91374,-21.2512,5.82398,2.66603,8.03968,0.35035
1.95267,-23.87513,5.54095,1.16492,6.36505,0.3863
1.91584,-22.82987,6.60154,2.11323,7.72004,0.3377
1.94951,-24.46429,7.04839,1.89648,7.55672,0.36636
1.86899,-24.51744,6.83452,1.9234,5.70997,0.39854
1.94046,-25.16214,7.09586,1.73145,6.68431,0.39205
1.95464,-23.836,7.80637,1.1197,7.63471,0.3935
1.96364,-24.63221,7.54638,1.24973,6.63133,0.41167
1.93239,-22.5422,8.62797,1.46699,6.8562,0.3955
2.00713,-21.54798,9.46414,1.65376,7.39562,0.39752
1.94585,-21.69067,9.53442,1.78261,6.22956,0.396
1.8328,-27.46005,8.56734,1.42632,5.25612,0.38733
2.02269,-23.57094,6.75119,2.04489,6.75238,0.37244
2.06698,-27.45221,9.10918,1.60965,6.959,0.4272
1.97164,-29.41419,7.40805,2.68477,4.8874,0.41583
1.86996,-31.75358,8.58131,3.76127,5.10015,0.43258
1.92481,-25.69453,8.27579,1.91453,6.7055,0.36519
2.04196,-29.79832,3.60594,1.29105,8.23844,0.47575
2.67672,-8.32326,5.14259,2.25485,8.58403,0.31409
2.74217,-6.00536,4.93226,1.67929,7.99627,0.33963
1.89998,-24.99782,5.47605,4.18581,7.76198,0.29742
1.81477,-23.81688,4.87128,5.59564,9.40747,0.32166
1.73495,-24.6937,5.08163,5.00861,8.97766,0.32851
1.84257,-23.57248,6.18455,2.10335,8.29243,0.33744
1.82867,-22.03918,7.14112,1.61718,6.95782,0.36787
1.7964,-25.04541,7.03613,1.82081,6.59233,0.38349
1.82013,-24.26926,8.08758,1.1478,6.78772,0.37069
1.85143,-24.54057,8.33976,1.19024,6.57631,0.37133
1.92846,-23.70646,9.06792,1.52605,6.73877,0.38647
1.97367,-23.42247,9.28819,1.55616,6.57977,0.39192
2.00827,-21.92751,10.02112,1.36323,6.14886,0.39736
1.89292,-23.62085,9.12819,1.2378,6.71581,0.37579
1.95268,-24.41605,8.99425,2.16144,6.72999,0.37522
2.10458,-20.13792,10.5057,1.66742,6.84344,0.39793
1.9952,-20.79669,10.47921,1.04596,5.07003,0.38465
2.12569,-19.82975,10.94363,1.0661,6.4637,0.40558
2.06965,-22.6316,10.52839,1.55154,6.30662,0.39731
2.05843,-26.11637,9.86123,2.75855,5.74367,0.40511
2.39798,-14.8511,5.45857,3.88244,6.73533,0.26882
2.62395,-12.73357,3.11947,0.74115,7.00365,0.31373
2.07343,-20.60635,4.73319,2.77059,7.50523,0.3414
2.45208,-12.56247,4.40245,1.14585,7.85744,0.32176
1.98616,-21.30891,5.76542,1.73917,7.30731,0.33901
1.91527,-18.08691,7.46253,1.04317,7.0086,0.36275
1.88069,-21.50441,8.29309,0.93353,7.07859,0.36867
1.86808,-21.53011,9.15791,0.88972,7.13475,0.37795
1.84084,-25.27192,8.02619,1.28165,6.47563,0.38846
1.88948,-24.83529,8.74081,1.28963,7.23794,0.37782
1.88591,-25.03746,8.79669,0.90246,7.58238,0.36511
1.78878,-26.98866,8.39442,1.01434,6.54633,0.36639
1.88319,-23.15498,8.94091,1.24741,6.92631,0.37088
1.94931,-22.63747,8.97778,1.40783,7.13581,0.35557
1.98643,-20.42374,9.51892,2.20695,8.17543,0.36476
2.09976,-21.86481,9.99254,1.54104,7.22245,0.3602
2.07789,-20.6562,10.83187,1.39727,7.20621,0.3863
2.12669,-22.09718,11.038,1.24487,7.72394,0.35543
2.19109,-21.62188,11.41546,1.71177,6.89393,0.38898
2.90694,-10.26376,12.13015,0.88496,7.85101,0.42446
2.97871,-10.64376,11.81019,0.62895,6.2599,0.43297
3.75708,-3.07641,4.43249,2.31534,6.11348,0.35359
2.17842,-19.56281,5.19268,1.50507,4.73568,0.44736
2.29624,-18.2304,5.06175,0.99196,6.195,0.37041
2.63187,-5.93244,5.63809,1.87723,7.34396,0.34133
2.22821,-18.66773,5.97246,2.15381,6.31795,0.35294
2.26106,-24.37902,6.90187,2.03978,6.63856,0.35195
1.81428,-24.66187,6.53014,1.80253,6.23986,0.32657
1.80489,-24.13588,6.76562,3.357,6.6909,0.31718
1.80359,-26.0891,7.72617,1.33534,6.61679,0.3601
1.9225,-21.75602,8.12881,1.31414,6.54255,0.35716
1.80831,-25.2882,8.07571,1.6444,6.54884,0.34784
1.94852,-22.23955,8.79711,1.28701,6.8314,0.35729
2.12026,-22.48908,9.37994,1.45087,6.80859,0.37293
1.98045,-21.26248,10.04109,2.37482,8.3425,0.36187
2.01012,-20.3731,11.24714,1.56039,7.43457,0.37687
2.00928,-20.79138,10.33298,2.16289,6.44848,0.3807
2.14814,-24.43976,9.59985,0.85292,8.06757,0.37943
1.9587,-29.09824,8.4342,3.24174,6.92973,0.37813
1.71372,-29.39662,8.68898,7.37806,5.70139,0.41096
2.60531,-3.0092,4.39541,2.82754,6.42928,0.30373
2.65333,-12.48581,4.25098,1.74398,7.75699,0.3386
2.50913,-23.32644,4.01821,0.53352,8.05808,0.33167
2.22069,-22.58771,4.27076,1.09678,6.08423,0.35881
1.61033,-31.55915,5.65987,0.84668,6.44395,0.34167
1.98197,-23.51525,8.82554,1.09692,6.25625,0.36358
1.93849,-22.54464,8.47193,0.99028,6.62138,0.35441
1.9931,-22.75911,7.94877,1.47833,6.28569,0.34927
1.96782,-21.4214,7.86008,2.28153,5.99849,0.34511
2.1111,-19.30572,8.57061,1.92305,6.93091,0.35876
2.01051,-23.66779,8.76197,1.38972,7.12269,0.35909
2.00388,-24.35572,9.45789,1.41617,7.65924,0.37599
2.16312,-21.23551,10.86037,2.01894,6.74592,0.35034
2.11861,-20.24329,11.16799,2.79216,7.56643,0.32317
2.52494,-16.36547,8.55493,1.65239,9.11617,0.35356
2.43864,-16.29946,8.55493,1.37066,8.5429,0.34917
2.97763,-2.16966,3.72667,2.0365,5.34457,0.36561
1.84874,-20.86548,5.36919,0.98603,8.37333,0.38287
2.79002,-19.02429,5.34556,0.53856,6.45621,0.34146
2.54471,-22.16049,11.80646,2.49407,5.64511,0.32554
1.96528,-27.48263,8.24499,0.39597,6.65087,0.31928
1.88393,-25.12038,9.94714,1.55438,6.22868,0.34073
2.21002,-22.52876,7.7419,2.26782,6.68333,0.33217
2.05464,-20.56171,9.34218,2.06569,6.41164,0.34138
1.94476,-22.39336,9.28786,1.17515,5.93337,0.35274
2.0749,-25.48379,9.29167,1.24096,6.52213,0.35184
1.8299,-24.35809,8.77941,2.17748,7.50131,0.34663
2.26074,-25.18683,10.88136,2.31967,6.25864,0.34793
2.30603,-22.45742,13.12526,0.88851,7.92056,0.35829
2.52377,-17.41807,9.59591,0.98659,7.22619,0.36201
1.78256,-18.09227,11.10212,0.51083,5.70317,0.35342
1.81136,-18.44546,11.18589,0.17316,5.87454,0.37452
1.66697,-19.07144,11.52932,0.61481,5.71499,0.37446
1.70982,-19.11504,10.94673,4.62573,5.4311,0.3788
2.72929,-27.08787,7.54454,1.5578,12.65179,0.42522
1.69823,-32.82742,5.37522,5.07907,7.58385,0.36338
1.94055,-33.35729,6.86349,5.75489,8.27854,0.36505
2.17607,-31.56437,6.89838,4.72801,9.73371,0.47566
1.99357,-33.43944,7.42277,3.0762,8.15953,0.40745
2.11537,-23.05754,5.42847,0.69133,8.64064,0.40127
2.36644,-25.03647,7.35794,2.48466,9.3774,0.38052
2.41556,-22.58592,8.08264,2.0243,10.37599,0.38603
2.42941,-28.94024,6.74821,6.056,11.31086,0.26794
2.1204,-31.35508,9.19768,3.67486,6.67753,0.36369
2.46128,-23.15518,9.0719,2.95136,20.82403,0.29072
2.43212,-24.47421,7.38615,2.37498,12.72936,0.34231
2.66376,-24.91035,10.78019,2.63602,12.11279,0.38549
1.93933,-27.68804,8.24,1.52834,23.65938,0.33075
2.16486,-38.24369,6.01629,6.36853,5.56001,0.33505
